employee_id,first_name,last_name,gender,pronouns,age,birth_date,department,business_unit,job_level,job_title,location,manager_id,base_salary,bonus_eligible,bonus_pct,equity_grant,equity_pct,employment_type,employment_status,hire_date,termination_date,ethnicity,marital_status,education_level,pay_frequency,veteran_status,disability_status,cost_center,fte,exemption_status,high_potential_flag,succession_plan_status,aihr_certified,training_count,last_training_date,promotion_count,last_promotion_date,snapshot_date,tenure_months,performance_rating,current_salary,engagement_score,risk_of_exit_score
242,Robin,Jones,Female,ze/zir,33,1987-10-30,Support,Tech,1,VP,"New York, NY",,78648,False,0.0,True,0.0467,Contractor,Active,2020-10-30,,Hispanic,Single,Associate,Monthly,False,False,CC1010,1.0,Non-exempt,False,Not in plan,True,2,2021-05-30,0,,2021-05-31,7,2.46,78648,49.43368577155934,0.49455754870264823
243,Jamie,Smith,Male,he/him,32,1987-12-30,Engineering,Tech,1,Senior Director,"Seattle, WA",,115504,False,0.0,True,0.024,Full-time,Terminated,2019-12-30,2021-11-30,White,Single,Associate,Monthly,False,False,CC1001,1.0,Non-exempt,False,Not in plan,False,2,2020-08-30,0,,2021-05-31,17,3.66,119441,74.44359826704338,0.2417483146947267
244,Drew,Miller,Male,he/him,42,1978-09-30,Product,Tech,1,VP,"Austin, TX",,102723,True,0.167,True,0.0466,Full-time,Terminated,2020-09-30,2021-12-30,Asian,Single,Bachelor,Monthly,False,False,CC1011,1.0,Non-exempt,False,Not in plan,False,1,2021-07-30,0,,2021-05-31,8,3.48,102723,76.50794880101107,0.24904790389662787
245,Taylor,Garcia,Female,she/her,45,1974-09-30,Customer Success,Commercial,2,Director,"Seattle, WA",,72136,False,0.0,True,0.0517,Full-time,Active,2019-09-30,,Asian,Single,Bachelor,Monthly,False,False,CC1014,0.5,Exempt,False,Not in plan,False,1,2019-11-30,0,,2021-05-31,20,3.54,74791,63.24406787990806,0.3596944035971652
246,Jordan,Miller,Female,he/him,42,1978-06-30,Marketing,Commercial,3,Senior Manager,"Seattle, WA",,89957,True,0.105,False,0.0,Full-time,Active,2020-06-30,,White,Married,Master,Monthly,False,False,CC1007,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,11,3.06,89957,62.111213103183175,0.35165516834393723
247,Cameron,Davis,Male,she/her,39,1981-08-30,Product,Tech,1,VP,"Seattle, WA",,105686,True,0.053,True,0.012,Full-time,Terminated,2020-08-30,2022-04-30,Hispanic,Married,Bachelor,Monthly,True,False,CC1014,0.8,Non-exempt,False,Not in plan,False,1,2021-05-30,0,,2021-05-31,9,2.57,105686,47.74872895887239,0.5573493786059011
248,Alex,Jones,Male,he/him,42,1979-04-30,Sales,Commercial,1,VP,"San Francisco, CA",,99166,True,0.193,True,0.052,Full-time,Terminated,2021-04-30,2023-10-30,Hispanic,Married,Bachelor,Monthly,False,False,CC1006,1.0,Non-exempt,False,Not in plan,False,2,2021-08-30,0,,2021-05-31,1,2.32,99166,48.94914131955022,0.582704362861964
249,Jamie,Brown,Female,she/her,45,1975-11-30,Sales,Commercial,5,VP,"Austin, TX",,83429,True,0.135,False,0.0,Contractor,Active,2020-11-30,,White,Married,Master,Monthly,False,False,CC1011,1.0,Exempt,False,Not in plan,False,1,2021-07-30,0,,2021-05-31,6,3.18,83429,66.63819317724592,0.33920564202457876
250,Alex,Brown,Female,she/her,37,1983-02-28,HR,Corporate,2,VP,"Seattle, WA",,65703,False,0.0,False,0.0,Part-time,Active,2020-02-29,,White,Married,High School,Monthly,False,False,CC1005,1.0,Exempt,False,Not in plan,False,1,2020-10-29,0,,2021-05-31,15,2.32,68177,42.487475482957194,0.6365583088880317
251,Casey,Smith,Female,ze/zir,33,1986-12-30,Sales,Commercial,2,Senior Analyst,"Austin, TX",,73786,True,0.169,True,0.0964,Full-time,Active,2019-12-30,,White,Single,Bachelor,Monthly,False,False,CC1011,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,17,3.5,76201,72.20841368862557,0.30779900679325733
252,Robin,Davis,Female,she/her,33,1987-01-30,Engineering,Tech,1,Senior Director,"San Francisco, CA",,123470,False,0.0,True,0.0806,Full-time,Terminated,2020-01-30,2024-04-30,Black,Married,Bachelor,Monthly,False,False,CC1005,1.0,Non-exempt,False,Not in plan,False,0,,0,,2021-05-31,16,3.83,129913,85.91450817153508,0.11779988968565692
253,Riley,Miller,Male,she/her,34,1986-01-30,Marketing,Commercial,4,Analyst,"San Francisco, CA",,76607,False,0.0,False,0.0,Contractor,Active,2020-01-30,,Asian,Single,Master,Monthly,False,False,CC1002,1.0,Exempt,False,Not in plan,False,3,2020-03-30,0,,2021-05-31,16,3.38,79582,79.29322170775687,0.18951157601532326
254,Alex,Brown,Female,he/him,43,1977-04-30,Marketing,Commercial,2,Senior Manager,"Austin, TX",,78069,True,0.129,True,0.0633,Full-time,Terminated,2020-04-30,2023-07-30,White,Single,Bachelor,Monthly,False,False,CC1015,0.8,Exempt,False,Not in plan,False,0,,0,,2021-05-31,13,2.35,80886,57.68173918728293,0.47787384564534807
256,Jordan,Davis,Female,he/him,34,1986-06-30,Support,Tech,3,Senior Manager,Remote,,66504,False,0.0,False,0.0,Full-time,Terminated,2020-06-30,2023-12-30,White,Divorced,High School,Monthly,False,False,CC1005,1.0,Exempt,True,In plan,False,2,2021-01-30,0,,2021-05-31,11,4.13,66504,83.52787464122963,0.19330581690440735
257,Robin,Smith,Female,she/her,32,1988-08-30,Sales,Commercial,2,Senior Manager,"New York, NY",,79828,True,0.054,True,0.0599,Full-time,Active,2020-08-30,,Black,Married,Bachelor,Monthly,False,False,CC1004,1.0,Exempt,False,Not in plan,False,1,2021-06-30,0,,2021-05-31,9,3.02,79828,59.7022671928809,0.41314057278817923
258,Jamie,Brown,Male,he/him,35,1984-06-30,Product,Tech,1,Director,"New York, NY",,110664,False,0.0,False,0.0,Contractor,Terminated,2019-06-30,2021-10-30,White,Single,Bachelor,Monthly,False,False,CC1000,1.0,Non-exempt,False,Not in plan,False,0,,0,,2021-05-31,23,3.55,114491,77.09099698945245,0.2628679400244972
259,Taylor,Smith,Female,he/him,31,1990-02-28,Support,Tech,2,Analyst,"Austin, TX",,61683,False,0.0,True,0.0568,Full-time,Active,2021-02-28,,Black,Married,Master,Monthly,False,False,CC1012,1.0,Exempt,False,Not in plan,False,2,2021-10-28,0,,2021-05-31,3,2.19,61683,41.54468348494335,0.5473983445801374
261,Casey,Wilson,Male,she/her,24,1996-02-29,Sales,Commercial,2,Senior Analyst,"New York, NY",,87223,True,0.088,True,0.0221,Full-time,Terminated,2020-02-29,2023-03-29,White,Married,Bachelor,Monthly,False,False,CC1003,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,15,2.57,91238,52.167871974423484,0.4913837498376934
262,Cameron,Brown,Male,he/him,24,1997-04-30,Finance,Corporate,2,Senior Director,Remote,,91155,False,0.0,True,0.0565,Full-time,Terminated,2021-04-30,2022-03-30,Asian,Single,Bachelor,Monthly,False,False,CC1009,1.0,Exempt,False,Not in plan,False,2,2021-12-30,0,,2021-05-31,1,3.04,91155,57.98593330665577,0.3793893488783211
263,Jordan,Smith,Female,she/her,23,1997-07-30,Marketing,Commercial,3,Analyst,"New York, NY",,72654,True,0.084,True,0.0548,Full-time,Terminated,2020-07-30,2024-01-30,Black,Single,High School,Monthly,False,False,CC1014,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,10,3.71,72654,81.02894562885024,0.16313144123727377
265,Robin,Wilson,Female,he/him,42,1978-12-30,Finance,Corporate,5,Senior Manager,"San Francisco, CA",,83441,False,0.0,True,0.0158,Contractor,Terminated,2020-12-30,2023-02-28,White,Married,Bachelor,Monthly,False,False,CC1003,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,5,2.87,83441,64.36584835531583,0.3938293644439552
266,Taylor,Garcia,Male,he/him,39,1981-01-30,Engineering,Tech,2,Director,"Austin, TX",,99606,False,0.0,True,0.0887,Contractor,Terminated,2020-01-30,2023-07-30,White,Married,Bachelor,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,16,3.38,103791,77.46540554908117,0.18801286307672746
267,Alex,Smith,Male,she/her,23,1996-06-30,Marketing,Commercial,3,Analyst,"Seattle, WA",,90957,False,0.0,True,0.0385,Full-time,Terminated,2019-06-30,2023-11-30,Hispanic,Single,Master,Monthly,False,False,CC1003,1.0,Exempt,False,Not in plan,False,4,2019-08-30,0,,2021-05-31,23,3.0,94117,54.271597200457805,0.46666254169945476
268,Jordan,Wilson,Male,they/them,39,1982-03-30,Sales,Commercial,1,Senior Analyst,Remote,,85917,True,0.105,True,0.0243,Contractor,Active,2021-03-30,,White,Single,Associate,Monthly,False,False,CC1018,0.8,Non-exempt,False,Not in plan,False,1,2021-10-30,0,,2021-05-31,2,2.8,85917,50.072259761084645,0.4972967428107727
269,Taylor,Williams,Male,he/him,24,1995-12-30,Support,Tech,2,Senior Analyst,"New York, NY",,70220,False,0.0,False,0.0,Full-time,Terminated,2019-12-30,2022-02-28,Black,Married,Bachelor,Monthly,False,False,CC1012,1.0,Exempt,True,In plan,False,0,,0,,2021-05-31,17,2.57,73820,48.85871958641055,0.4909852699162536
270,Robin,Johnson,Male,she/her,42,1978-09-30,Engineering,Tech,4,Senior Manager,"New York, NY",,121398,True,0.126,True,0.0911,Contractor,Active,2020-09-30,,Asian,Married,Master,Monthly,False,True,CC1017,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,8,2.47,121398,46.37515069884997,0.5408513144230619
271,Taylor,Miller,Male,she/her,33,1988-02-28,Sales,Commercial,4,Manager,Remote,,100655,True,0.107,True,0.0705,Full-time,Active,2021-02-28,,Hispanic,Married,Master,Monthly,False,False,CC1003,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,3,3.01,100655,50.232837068397046,0.5198751489664631
272,Drew,Miller,Female,she/her,29,1991-01-30,Finance,Corporate,1,Senior Director,"New York, NY",,84367,False,0.0,False,0.0,Full-time,Terminated,2020-01-30,2022-08-30,Hispanic,Married,Master,Monthly,False,False,CC1014,1.0,Non-exempt,False,Not in plan,False,1,2020-05-30,0,,2021-05-31,16,2.51,87680,50.835556714642586,0.5634006345372926
273,Morgan,Smith,Female,she/her,22,1998-01-30,Operations,Corporate,2,VP,"Austin, TX",,75216,False,0.0,False,0.0,Part-time,Active,2020-01-30,,Asian,Single,Associate,Monthly,False,False,CC1011,1.0,Exempt,False,Not in plan,False,1,2020-03-30,0,,2021-05-31,16,2.71,79130,64.60163884820072,0.3456265685592882
274,Casey,Smith,Female,she/her,30,1989-07-30,Sales,Commercial,2,Senior Director,"San Francisco, CA",,97576,False,0.0,True,0.0316,Full-time,Terminated,2019-07-30,2024-12-30,White,Married,Bachelor,Monthly,False,False,CC1014,1.0,Exempt,False,Not in plan,False,1,2020-03-30,0,,2021-05-31,22,3.29,101258,58.388897962438264,0.4208221954815204
275,Taylor,Jones,Male,she/her,36,1984-02-29,Customer Success,Commercial,1,Analyst,Remote,,62033,True,0.184,True,0.0766,Full-time,Terminated,2020-02-29,2022-11-29,White,Married,Bachelor,Monthly,False,False,CC1003,1.0,Non-exempt,False,Not in plan,False,0,,0,,2021-05-31,15,3.38,64337,76.32373084057589,0.20981340862654
276,Robin,Johnson,Non-binary,he/him,31,1988-09-30,Finance,Corporate,2,Analyst,"San Francisco, CA",,90469,False,0.0,True,0.0757,Full-time,Active,2019-09-30,,Black,Married,Master,Monthly,False,False,CC1008,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,20,3.13,93163,54.8369586731911,0.415347739651334
277,Drew,Wilson,Male,he/him,30,1991-04-30,Finance,Corporate,2,VP,"San Francisco, CA",,70437,False,0.0,True,0.0265,Full-time,Active,2021-04-30,,Asian,Married,Associate,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,False,1,2021-06-30,0,,2021-05-31,1,2.74,70437,49.07956234667463,0.502276256409776
278,Cameron,Garcia,Female,he/him,45,1974-10-30,Marketing,Commercial,1,Senior Analyst,"Austin, TX",,79082,False,0.0,True,0.0313,Part-time,Active,2019-10-30,,Hispanic,Single,PhD,Monthly,False,False,CC1006,1.0,Non-exempt,False,Not in plan,False,1,2020-05-30,0,,2021-05-31,19,3.27,82011,63.76433989181282,0.366812531551117
279,Jordan,Jones,Female,she/her,38,1983-02-28,Support,Tech,1,Senior Manager,"Seattle, WA",,76482,False,0.0,True,0.0789,Full-time,Active,2021-02-28,,White,Single,Master,Monthly,False,False,CC1006,0.8,Non-exempt,True,In plan,False,0,,0,,2021-05-31,3,1.99,76482,42.791479242936276,0.5523486320500162
280,Robin,Wilson,Female,he/him,28,1992-10-30,Support,Tech,3,Senior Director,"Austin, TX",,70621,True,0.096,True,0.0315,Full-time,Terminated,2020-10-30,2024-01-30,White,Married,Bachelor,Monthly,False,False,CC1008,1.0,Exempt,False,Not in plan,False,2,2021-09-30,0,,2021-05-31,7,3.85,70621,75.41786574534126,0.19959035047357354
281,Cameron,Miller,Female,he/him,41,1978-08-30,Sales,Commercial,1,Director,Remote,,85080,False,0.0,True,0.0551,Full-time,Terminated,2019-08-30,2021-11-30,Asian,Married,Master,Monthly,False,False,CC1014,1.0,Non-exempt,False,Not in plan,False,1,2019-10-30,0,,2021-05-31,21,3.11,88535,66.94197046552756,0.3078881756066927
282,Alex,Davis,Female,he/him,32,1987-07-30,Sales,Commercial,3,VP,"San Francisco, CA",,76299,True,0.067,False,0.0,Full-time,Active,2019-07-30,,Black,Married,Bachelor,Monthly,False,False,CC1015,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,22,2.64,80479,56.66990890542984,0.48722725628628116
283,Robin,Smith,Female,she/her,31,1989-12-30,Product,Tech,4,Analyst,"Austin, TX",,101803,False,0.0,True,0.0605,Full-time,Active,2020-12-30,,White,Single,Master,Monthly,False,False,CC1013,1.0,Exempt,False,Not in plan,False,1,2021-02-28,0,,2021-05-31,5,2.59,101803,54.522619751981374,0.40993348375115823
284,Morgan,Miller,Male,she/her,25,1994-05-30,Sales,Commercial,2,Manager,"New York, NY",,91220,False,0.0,True,0.0597,Full-time,Active,2019-05-30,,Hispanic,Married,Bachelor,Monthly,False,False,CC1005,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,24,3.98,99089,77.20190719355323,0.2442223092435249
285,Casey,Wilson,Male,they/them,32,1987-11-30,Sales,Commercial,3,Senior Director,"Austin, TX",,90387,False,0.0,False,0.0,Full-time,Active,2019-11-30,,Hispanic,Single,Master,Monthly,False,False,CC1016,0.5,Exempt,False,Not in plan,False,0,,0,,2021-05-31,18,3.27,93211,63.48544951749983,0.39744544437006984
286,Riley,Rodriguez,Male,she/her,40,1979-05-30,HR,Corporate,1,Senior Analyst,"Seattle, WA",,76485,False,0.0,True,0.0347,Part-time,Terminated,2019-05-30,2022-02-28,Hispanic,Divorced,Master,Monthly,False,False,CC1017,1.0,Non-exempt,False,Not in plan,False,0,,0,,2021-05-31,24,3.05,84571,55.83771049131805,0.4641311303416238
287,Riley,Garcia,Non-binary,he/him,28,1991-09-30,Support,Tech,1,Analyst,"Seattle, WA",,77833,False,0.0,True,0.0832,Full-time,Terminated,2019-09-30,2023-04-30,White,Single,Associate,Monthly,False,False,CC1012,1.0,Non-exempt,True,In plan,False,2,2020-06-30,0,,2021-05-31,20,3.34,80709,69.85298557280983,0.3379520893649872
288,Casey,Brown,Female,he/him,26,1994-06-30,Engineering,Tech,2,Director,"Seattle, WA",,117500,False,0.0,True,0.0138,Full-time,Active,2020-06-30,,White,Single,Master,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,False,1,2021-03-30,0,,2021-05-31,11,3.28,117500,61.94711418524588,0.3895047268129439
289,Jordan,Wilson,Female,he/him,27,1993-04-30,Engineering,Tech,2,Senior Manager,"New York, NY",,123119,False,0.0,True,0.0552,Full-time,Active,2020-04-30,,White,Married,Bachelor,Monthly,False,False,CC1010,1.0,Exempt,False,Not in plan,False,0,,0,,2021-05-31,13,2.81,127187,55.837415584289275,0.4373177957269928
290,Morgan,Williams,Male,he/him,26,1994-03-30,Finance,Corporate,1,Senior Director,"Austin, TX",,94088,False,0.0,True,0.0703,Contractor,Active,2020-03-30,,Hispanic,Married,Bachelor,Monthly,False,False,CC1018,1.0,Non-exempt,False,Not in plan,False,0,,0,,2021-05-31,14,3.47,96873,65.4388623980608,0.37646574629509527
291,Drew,Garcia,Male,he/him,27,1993-05-30,Finance,Corporate,2,Senior Manager,"New York, NY",,88498,False,0.0,True,0.0358,Full-time,Active,2020-05-30,,Black,Single,High School,Monthly,False,False,CC1000,1.0,Exempt,False,Not in plan,False,1,2020-06-30,0,,2021-05-31,12,2.49,91742,50.065656427889586,0.4456523975445248
292,Taylor,Davis,Female,he/him,28,1991-07-30,Marketing,Commercial,2,Manager,"Seattle, WA",,82570,False,0.0,True,0.0362,Contractor,Terminated,2019-07-30,2023-08-30,Other,Single,PhD,Monthly,False,False,CC1013,0.5,Exempt,False,Not in plan,False,3,2019-12-30,0,,2021-05-31,22,2.55,85383,54.050534929553805,0.484258796964316
293,Robin,Smith,Female,she/her,22,1998-11-30,Engineering,Tech,2,VP,"Seattle, WA",,111901,True,0.182,False,0.0,Contractor,Active,2020-11-30,,White,Divorced,Master,Monthly,False,False,CC1017,1.0,Exempt,False,Not in plan,False,2,2021-03-30,0,,2021-05-31,6,2.32,111901,47.905825853591814,0.5131493199621326
294,Morgan,Smith,Male,she/her,38,1983-03-30,Sales,Commercial,3,Analyst,Remote,,80292,False,0.0,False,0.0,Full-time,Active,2021-03-30,,Hispanic,Married,Master,Monthly,False,False,CC1009,0.8,Exempt,False,Not in plan,False,4,2021-05-30,0,,2021-05-31,2,2.75,80292,48.933036577325616,0.505126032964302
295,Robin,Johnson,Male,he/him,31,1988-05-30,Marketing,Commercial,4,Director,"Seattle, WA",,76769,False,0.0,True,0.0454,Full-time,Terminated,2019-05-30,2024-11-30,Hispanic,Married,PhD,Monthly,False,True,CC1005,0.5,Exempt,False,Not in plan,False,1,2020-01-30,1,2021-05-31,2021-05-31,24,2.77,81795,67.40872961565387,0.29937503543917643
296,Morgan,Rodriguez,Male,she/her,43,1976-12-30,Customer Success,Commercial,2,VP,"Seattle, WA",,70881,False,0.0,False,0.0,Contractor,Terminated,2019-12-30,2021-12-30,Hispanic,Married,High School,Monthly,False,False,CC1013,0.8,Exempt,False,Not in plan,False,0,,0,,2021-05-31,17,2.76,72991,49.43801901957223,0.4997609724103917
297,Casey,Smith,Female,he/him,47,1973-06-30,Sales,Commercial,3,Manager,"Seattle, WA",,93536,True,0.192,True,0.0865,Contractor,Terminated,2020-06-30,2024-05-30,White,Married,Bachelor,Monthly,False,False,CC1007,1.0,Exempt,False,Not in plan,False,5,2021-05-30,0,,2021-05-31,11,3.27,93536,60.232235727340004,0.38527713382378637
298,Robin,Miller,Male,he/him,30,1989-08-30,Support,Tech,4,Director,Remote,,65948,False,0.0,True,0.0722,Full-time,Terminated,2019-08-30,2024-08-30,White,Married,Bachelor,Monthly,False,False,CC1003,1.0,Exempt,False,Not in plan,False,3,2020-03-30,0,,2021-05-31,21,2.89,68292,51.14053149985301,0.5373740238016619
300,Robin,Williams,Female,she/her,31,1989-11-30,Customer Success,Commercial,2,Senior Director,Remote,,75980,False,0.0,True,0.0941,Full-time,Active,2020-11-30,,Black,Single,Master,Monthly,False,False,CC1014,1.0,Exempt,True,In plan,False,1,2021-05-30,0,,2021-05-31,6,2.5,75980,38.24471375646996,0.6359211720995028
301,Taylor,Wilson,Female,he/him,30,1991-04-30,Engineering,Tech,2,Senior Manager,"Seattle, WA",,123546,False,0.0,True,0.0532,Full-time,Terminated,2021-04-30,2022-01-30,Hispanic,Single,Bachelor,Monthly,False,False,CC1004,1.0,Exempt,False,Not in plan,False,1,2021-07-30,0,,2021-05-31,1,3.54,123546,77.69143743936887,0.2546842396248833
302,Alex,Garcia,Male,she/her,45,1976-04-30,Marketing,Commercial,3,Senior Director,"San Francisco, CA",,74900,True,0.172,True,0.067,Contractor,Terminated,2021-04-30,2024-10-30,Black,Married,Associate,Monthly,False,False,CC1018,1.0,Exempt,False,Not in plan,False,1,2021-05-30,0,,2021-05-31,1,2.64,74900,52.99054757178208,0.5109936983103275
303,Casey,Rodriguez,Male,she/her,34,1987-04-30,Finance,Corporate,2,Analyst,Remote,,93471,False,0.0,True,0.0652,Full-time,Active,2021-04-30,,Asian,Married,Bachelor,Monthly,False,False,CC1018,1.0,Exempt,False,Not in plan,False,1,2021-09-30,0,,2021-05-31,1,2.81,93471,52.49440326060398,0.4353123900819834
304,Drew,Williams,Male,he/him,34,1987-04-30,Marketing,Commercial,2,Senior Manager,Remote,,80173,True,0.192,True,0.0408,Contractor,Active,2021-04-30,,Hispanic,Married,Bachelor,Monthly,False,False,CC1002,0.5,Exempt,False,Not in plan,False,2,2021-05-30,0,,2021-05-31,1,2.54,80173,51.18168180384129,0.499866382493098
305,Cameron,Jones,Non-binary,he/him,39,1982-04-30,Sales,Commercial,1,Analyst,"Austin, TX",,94036,True,0.122,True,0.0426,Full-time,Active,2021-04-30,,White,Married,Associate,Monthly,False,False,CC1001,1.0,Non-exempt,False,Not in plan,False,2,2022-01-30,0,,2021-05-31,1,2.86,94036,64.18375974137554,0.3881943478633675
306,Casey,Rodriguez,Male,he/him,48,1973-04-30,Engineering,Tech,4,Analyst,"Austin, TX",,124348,False,0.0,True,0.0757,Full-time,Terminated,2021-04-30,2024-02-29,White,Married,Bachelor,Monthly,False,True,CC1012,1.0,Exempt,False,Not in plan,False,1,2022-03-30,0,,2021-05-31,1,4.46,124348,90.98811854559905,0.09869929920592078
307,Drew,Garcia,Female,he/him,25,1996-05-31,Engineering,Tech,3,Manager,"Seattle, WA",,103553,False,0.0,True,0.0884,Full-time,Active,2021-05-31,,Asian,Single,Bachelor,Monthly,False,False,CC1016,1.0,Exempt,False,Not in plan,False,1,2021-07-31,0,,2021-05-31,0,3.71,103553,69.01344100731737,0.2864577681624624
308,Morgan,Smith,Female,she/her,30,1991-05-31,Product,Tech,3,Analyst,"New York, NY",,78272,False,0.0,True,0.0392,Full-time,Terminated,2021-05-31,2022-12-31,White,Married,High School,Monthly,False,False,CC1014,0.8,Exempt,False,Not in plan,False,1,2021-06-30,0,,2021-05-31,0,2.96,78272,64.67858681021158,0.3377420077149819
309,Robin,Wilson,Male,he/him,46,1975-05-31,Customer Success,Commercial,1,Senior Manager,"New York, NY",,62550,False,0.0,True,0.0195,Full-time,Terminated,2021-05-31,2021-08-31,Hispanic,Single,Bachelor,Monthly,False,False,CC1014,1.0,Non-exempt,False,Not in plan,False,1,2022-01-31,0,,2021-05-31,0,3.07,62550,67.17673805656631,0.3245353612688029
310,Jamie,Wilson,Female,he/him,38,1983-05-31,Sales,Commercial,1,Senior Analyst,"Seattle, WA",,100005,True,0.184,True,0.0702,Full-time,Active,2021-05-31,,Hispanic,Single,Master,Monthly,False,False,CC1003,0.8,Non-exempt,False,Not in plan,True,3,2021-08-31,0,,2021-05-31,0,2.8,100005,50.513349268003886,0.5079221495678932
311,Morgan,Williams,Female,she/her,39,1982-05-31,Customer Success,Commercial,1,Director,"Seattle, WA",,76304,False,0.0,True,0.0535,Full-time,Active,2021-05-31,,White,Single,Bachelor,Monthly,False,False,CC1011,1.0,Non-exempt,False,Not in plan,False,1,2021-12-31,0,,2021-05-31,0,3.56,76304,72.65001712303135,0.2539835688884394
312,Robin,Johnson,Male,she/her,29,1992-05-31,Support,Tech,2,Senior Manager,"Seattle, WA",,66856,False,0.0,True,0.0136,Full-time,Terminated,2021-05-31,2023-02-28,Asian,Married,Bachelor,Monthly,False,False,CC1001,0.8,Exempt,False,Not in plan,False,0,,0,,2021-05-31,0,2.78,66856,58.19766210888186,0.42379852702174164
1,Casey,Garcia,Female,he/him,35,1985-10-30,Customer Success,Commercial,1,Senior Analyst,"Seattle, WA",,77073,False,0.0,True,0.0993,Full-time,Active,2020-10-30,,White,Single,High School,Monthly,False,False,CC1015,1.0,Non-exempt,True,In plan,False,2,2021-03-30,0,,2021-06-30,8,2.52,77073,47.4962519858493,0.5248203607380209
2,Jamie,Jones,Male,he/him,34,1985-10-30,Sales,Commercial,1,Senior Analyst,"Seattle, WA",,95981,True,0.068,True,0.0131,Contractor,Active,2019-10-30,,Black,Married,Bachelor,Monthly,False,False,CC1017,0.8,Non-exempt,False,Not in plan,False,2,2020-05-30,0,,2021-06-30,20,2.7,99079,66.79730269166822,0.3139462224736059
3,Morgan,Johnson,Female,she/her,34,1986-09-30,Sales,Commercial,1,Director,"San Francisco, CA",,93771,False,0.0,True,0.0279,Full-time,Active,2020-09-30,,White,Married,Bachelor,Monthly,False,False,CC1006,1.0,Non-exempt,False,Not in plan,False,1,2021-04-30,0,,2021-06-30,9,4.04,93771,79.1657298935269,0.22021684928663723
4,Cameron,Jones,Female,she/her,33,1986-06-30,Engineering,Tech,3,Analyst,"Seattle, WA",,132042,True,0.088,True,0.074,Full-time,Terminated,2019-06-30,2022-02-28,Asian,Single,Master,Monthly,False,False,CC1003,0.5,Exempt,False,Not in plan,False,1,2020-01-30,0,,2021-06-30,24,3.9,137331,88.31669590650678,0.08609433717876916
5,Riley,Johnson,Female,he/him,33,1986-10-30,Engineering,Tech,2,Senior Director,"Austin, TX",,108535,False,0.0,False,0.0,Full-time,Terminated,2019-10-30,2023-05-30,Hispanic,Single,Bachelor,Monthly,False,False,CC1006,1.0,Exempt,False,Not in plan,False,1,2020-06-30,0,,2021-06-30,20,3.02,111691,59.655500386029395,0.3851873121612013
6,Riley,Garcia,Female,he/him,33,1987-02-28,Sales,Commercial,1,Analyst,"New York, NY",,74938,False,0.0,True,0.013,Full-time,Active,2020-02-29,,White,Married,Bachelor,Monthly,False,False,CC1003,1.0,Non-exempt,False,Not in plan,False,3,2020-03-29,0,,2021-06-30,16,3.75,76806,74.10420347903157,0.2568545408873434
7,Riley,Williams,Female,she/her,34,1986-08-30,Engineering,Tech,2,Senior Manager,Remote,,115613,False,0.0,True,0.0854,Full-time,Active,2020-08-30,,White,Single,Bachelor,Monthly,False,False,CC1015,0.8,Exempt,False,Not in plan,False,0,,0,,2021-06-30,10,2.65,115613,57.18620064597379,0.4353371412568424
8,Morgan,Jones,Female,he/him,40,1980-01-30,Product,Tech,3,Senior Director,"Seattle, WA",,98286,False,0.0,True,0.0245,Part-time,Active,2020-01-30,,White,Single,Associate,Monthly,False,True,CC1013,1.0,Exempt,False,Not in plan,False,0,,0,,2021-06-30,17,3.19,100926,72.21573441540764,0.2782315740900764
9,Casey,Smith,Female,he/him,43,1978-04-30,Customer Success,Commercial,1,Senior Manager,"Austin, TX",,64858,False,0.0,True,0.0631,Contractor,Active,2021-04-30,,White,Divorced,Bachelor,Monthly,False,False,CC1014,1.0,Non-exempt,False,Not in plan,False,0,,0,,2021-06-30,2,3.75,64858,91.4050438158154,0.04254080619547156
10,Alex,Smith,Non-binary,he/him,38,1983-02-28,Customer Success,Commercial,4,Director,"Austin, TX",,67557,False,0.0,False,0.0,Part-time,Active,2021-02-28,,Black,Single,Master,Monthly,False,False,CC1009,0.5,Exempt,False,Not in plan,False,0,,0,,2021-06-30,4,2.62,67557,57.4207799308164,0.33844570311221656
11,Riley,Davis,Male,she/her,36,1984-02-29,HR,Corporate,3,VP,"New York, NY",,79205,False,0.0,False,0.0,Part-time,Terminated,2020-02-29,2025-01-29,White,Married,Bachelor,Monthly,False,False,CC1013,0.8,Exempt,False,Not in plan,False,1,2020-09-29,0,,2021-06-30,16,2.76,82321,56.38982045060461,0.38298211034404317
